Congress,Commitee,Agency,Count
112,138,Centers for Disease Control and Prevention,1
112,138,National Institutes of Health,1
112,182,Environmental Protection Agency,8
112,182,Federal Aviation Administration,4
112,182,Department of Transportation,4
112,182,Office of Science and Technology,3
112,182,National Aeronautics and Space Administration,20
112,182,National Institute of Standards and Technology,10
112,182,Department of Homeland Security,4
112,182,National Institutes of Health,1
112,182,Department of Energy,13
112,182,Nuclear Regulatory Commission,1
112,182,National Science Foundation,11
112,184,Small Business Administration,11
112,182,National Oceanic and Atmospheric Administration,9
112,182,United States Geological Survey,2
112,182,Department of the Navy,1
112,182,General Services Administration,2
112,184,Consumer Financial Protection Bureau,2
112,182,United States Fish and Wildlife Service,2
112,182,Department of Commerce,4
112,182,Recovery Accountability and Transparency Board,1
112,182,Office of Research and Development,1
112,182,Department of the Treasury,1
112,182,Department of Health and Human Services,1
112,182,Small Business Administration,1
112,192,Department of Veterans Affairs,68
112,192,American Battle Monuments Commission,4
112,192,Veterans Benefits Administration,3
112,182,Office of the National Coordinator for Health Information Technology,1
112,184,Defense Finance and Accounting Service,1
112,184,Department of Defense,1
112,184,Department of Health and Human Services,1
112,184,Centers for Medicare and Medicaid Services,3
112,184,Department of the Treasury,1
112,184,Department of Agriculture,4
112,184,Department of Commerce,3
112,184,General Services Administration,2
112,184,Bureau of Land Management,1
112,184,Environmental Protection Agency,1
112,184,Office of Management and Budget,1
112,184,Department of the Interior,1
112,184,United States Army Corps of Engineers,2
112,184,Department of Labor,1
112,184,Export-Import Bank of the United States,1
112,184,Office of the United States Trade Representative,1
112,184,Federal Motor Carrier Safety Administration,1
112,184,Federal Communications Commission,1
112,173,Federal Aviation Administration,8
112,173,General Services Administration,25
112,173,Department of Veterans Affairs,3
112,173196,Social Security Administration,2
112,173196,General Services Administration,1
112,173,Department of Transportation,27
112,173,United States Coast Guard,27
112,173,Federal Maritime Commission,2
112,173,Environmental Protection Agency,17
111,128,National Highway Traffic Safety Administration,6
112,173,Department of Agriculture,3
112,173,Tennessee Valley Authority,1
112,173,United States Army Corps of Engineers,5
112,173,Federal Railroad Administration,4
112,173,Department of State,3
112,173,Department of Defense,2
112,173,Federal Emergency Management Agency,6
112,173,Nuclear Regulatory Commission,1
112,173,Office of Management and Budget,2
112,173,National Transportation Safety Board,1
112,173,Department of Commerce,2
112,173,Federal Motor Carrier Safety Administration,2
112,173,Maritime Administration,1
112,173,Securities and Exchange Commission,4
112,173,Department of Homeland Security,6
112,173,National Oceanic and Atmospheric Administration,3
112,173,Department of the Army,3
112,173,Office of Personnel Management,1
112,173,National Science Foundation,1
112,173,Federal Communications Commission,1
112,173,Bureau of Safety and Environmental Enforcement,1
112,173,United Nations,1
112,192,National Archives and Records Administration,2
112,192,Department of Defense,22
111,128,Department of the Interior,2
112,173,Department of Housing and Urban Development,1
112,192,Consumer Financial Protection Bureau,1
112,192,Department of Labor,12
112,192,Centers for Disease Control and Prevention,1
112,192,National Guard Bureau,1
111,128,Food and Drug Administration,14
112,192,Small Business Administration,1
112,192,United States Coast Guard,1
112,196,Council of Economic Advisors,1
112,196,Centers for Medicare and Medicaid Services,5
112,196,Department of the Treasury,5
112,196,Office of Management and Budget,1
112,196,Department of Health and Human Services,1
112,196,Social Security Administration,20
112,196,Department of State,3
112,196,Office of the United States Trade Representative,5
112,196,Office of National Drug Control Policy,1
112,196,Department of Agriculture,1
112,196,Internal Revenue Service,9
112,196,Federal Trade Commission,2
112,196,Administration for Children and Families,2
112,156196,Social Security Administration,1
112,196,Department of Homeland Security,3
112,196,Department of Labor,2
112,196,National Institutes of Health,1
111,-,Federal Deposit Insurance Corporation,2
112,115,Federal Reserve,3
112,115,Office of Management and Budget,4
112,115,Department of the Treasury,2
112,115,Internal Revenue Service,1
112,115,Department of Health and Human Services,1
112,115,Social Security Administration,2
111,-,Small Business Administration,1
112,156,United States Patent and Trademark Office,3
112,156,Department of Justice,20
112,156,Department of Homeland Security,12
112,156,United States Citizenship and Immigration Services,4
112,156,Federal Bureau of Investigation,3
112,156,Executive Office of the President,2
112,156,United States Immigration and Customs Enforcement,2
112,156,Department of Labor,1
112,156,Federal Communications Commission,2
112,156,Bureau of Consular Affairs,1
112,156,Department of Commerce,3
112,156,Civil Rights Division,2
112,156,Library of Congress,2
112,156,Department of State,1
112,156,United States Sentencing Commission,1
112,156,Federal Trade Commission,2
112,156,Department of the Treasury,1
112,156,Department of Agriculture,1
112,156,Food and Drug Administration,1
112,156,Social Security Administration,1
112,156,Council on Environmental Quality,1
112,156,Internal Revenue Service,2
111,-,Office of the Comptroller of the Currency,1
112,-,Department of Defense,1
112,-,Defense Finance and Accounting Service,1
112,306,Department of Homeland Security,5
112,306,Federal Emergency Management Agency,3
112,306,Department of Commerce,2
112,305,Department of Agriculture,11
112,305,Federal Reserve,2
112,305,Securities and Exchange Commission,2
112,305,Department of Energy,1
112,305,National Science Foundation,1
112,305,Animal and Plant Health Inspection Service,1
112,305,Federal Agricultural Mortgage Corporation,2
112,305,Commodity Credit Corporation,1
112,306,Social Security Administration,1
112,306,Small Business Administration,2
112,306,Nuclear Regulatory Commission,2
112,306,Department of Energy,2
112,306,United States Army Corps of Engineers,1
112,306,Department of Transportation,1
112,306,Department of Housing and Urban Development,3
112,306,Department of Agriculture,3
112,306,Centers for Medicare and Medicaid Services,1
112,306,Department of Justice,1
112,306321,Department of Transportation,1
112,306321,Department of Commerce,3
112,306314,Consumer Financial Protection Bureau,1
112,435306,Federal Communications Commission,1
112,435306,Department of Agriculture,1
112,306321,United States Coast Guard,1
112,306321,Federal Aviation Administration,1
112,306,Department of Veterans Affairs,3
112,306,Indian Health Service,4
112,306,Department of Health and Human Services,1
112,306,Consumer Product Safety Commission,2
112,306,Environmental Protection Agency,1
112,306,Department of Education,1
112,306,National Institutes of Health,1
112,330,Department of Energy,25
112,306,Department of State,2
112,306,Department of Defense,1
112,306,Transportation Security Administration,1
112,306,United States Coast Guard,1
112,308,Department of Defense,26
112,308,Department of the Navy,5
112,308,Department of the Air Force,2
112,308,Department of the Army,2
112,308,United Nations,1
112,308,Department of Energy,9
112,308,Missile Defense Agency,1
112,308,Joint Chiefs of Staff,3
112,308,Defense Advanced Research Projects Agency,1
112,308,Office of Personnel Management,1
112,308,National Nuclear Security Administration,1
112,314,Federal Deposit Insurance Corporation,13
112,314,Office of the Comptroller of the Currency,9
112,314,Federal Reserve,26
112,314,Securities and Exchange Commission,24
112,314,Department of the Treasury,18
112,314,Department of Housing and Urban Development,13
112,314,Export-Import Bank of the United States,3
111,113,Federal Emergency Management Agency,1
112,314,Federal Transit Administration,2
112,314,National Credit Union Administration,1
112,314,Securities Investor Protection Corporation,2
112,314,Federal Emergency Management Agency,1
112,314,Secret Service,1
111,124,Department of Labor,18
112,321,Federal Aviation Administration,3
112,321,Department of Agriculture,1
112,314,Department of Commerce,1
112,314,Department of State,2
112,321,Department of Transportation,16
112,314,Consumer Financial Protection Bureau,6
112,314,Federal Housing Finance Agency,3
112,314,Department of Agriculture,1
112,314,Department of the Interior,1
112,314,Department of Health and Human Services,1
112,321,United States Coast Guard,8
112,321,Department of the Interior,1
112,321,Department of Commerce,21
112,314,Department of Defense,1
112,321,Department of Homeland Security,5
112,321,Department of State,3
112,321,Executive Office of the President,4
112,321,Federal Communications Commission,8
112,321,Federal Trade Commission,8
112,321,National Oceanic and Atmospheric Administration,1
112,321,Federal Motor Carrier Safety Administration,1
112,321,National Transportation Safety Board,3
112,321,National Highway Traffic Safety Administration,2
112,321,National Science Foundation,3
112,321,National Aeronautics and Space Administration,9
111,124,Centers for Disease Control and Prevention,3
112,321,Small Business Administration,1
