"","Category","Senate.Hearing.Number","Congress","Committees","Committee_Blanks","Title","Collection","Filename","Held.Date","Congress.Chamber","Hearing.Sub.Type","ILS.System.ID","SuDoc.Class.Number","X","Witnesses","Members.of.the.congress","File.exists","heldDate","Scrapped.witnesses","Agency","JK.code","UA.code","Parent.UA.code","US.State","Inspector.General","subCommittee","Committee.member.count","Denominator.count","Party.count.100.200.328.999.9999.","Party...Committee.info.Party.Senior.Party.Member.Committee.Seniority","Expertise"
"14431","Congressional Committee Materials",NA,"108th","182",NA,"HOUSE HEARING, 108TH CONGRESS - CYBER SECURITY EDUCATION: MEETING THE NEEDS OF TECHNOLOGY WORKERS AND EMPLOYERS","Congressional Hearings","CHRG-108hhrg94834","21-Jul-04","House of Representatives","General",NA,"Y 4.SCI 2",NA,"Ms. Sydney Rogers Principal Investigator : Advanced Technology Education Regional Center for Information Technology Nashville State Community College;

Mr. Erich J. Spengler Principal Investigator : Advanced Technology Education Regional Center for the Advancement of Systems Security and Information Assurance Moraine Valley Community College;

Mr. Chester ``Chet'' Hosmer President & CEO : WetStone Technologies Inc.;

Mr. John R. Baker Sr. : Director Technology Programs Division of Undergraduate Education School of Professional Studies in Business and Education Johns Hopkins University;","Sherwood Boehlert : United States House of Representatives;

Bart Gordon : United States House of Representatives;

Brian Baird : United States House of Representatives;

Judy Biggert : United States House of Representatives;","Yes","21-07-2004","-","-

-

-

-","-

-

-

-","-

-

-

-","-

-

-

-","-

-

-

-","No

No

No

No","-",4,"52","25:27:-:-:-","---

---

---

---","-

-

-

-"
"18144","Congressional Committee Materials",NA,"107th","138",NA,"HOUSE HEARING, 107TH CONGRESS - PREPARING FOR THE WAR ON TERRORISM","Congressional Hearings","CHRG-107hhrg77229","20-Sep-01","House of Representatives","General",NA,"Y 4.G 74/7",NA,"Refer column R","Carolyn B. Maloney : United States House of Representatives;

Constance A. Morella : United States House of Representatives;

Henry A. Waxman : United States House of Representatives;

Bob Barr : United States House of Representatives;

Janice D. Schakowsky : United States House of Representatives;

Bernard Sanders : United States House of Representatives;

Patsy T. Mink : United States House of Representatives;

Major R. Owens : United States House of Representatives;

Doug Ose : United States House of Representatives;

Rod R. Blagojevich : United States House of Representatives;

Todd Russell Platts : United States House of Representatives;

clay, william lacy;

Benjamin A. Gilman : United States House of Representatives;

John F. Tierney : United States House of Representatives;

Christopher Shays : United States House of Representatives;

John L. Mica : United States House of Representatives;

Adam H. Putnam : United States House of Representatives;

horn, steve;

Dan Burton : United States House of Representatives;

otter, cl butch;

Tom Lantos : United States House of Representatives;

Dennis J. Kucinich : United States House of Representatives;

norton, eleanor holmes;

Paul E. Kanjorski : United States House of Representatives;

Dave Weldon : United States House of Representatives;

Danny K. Davis : United States House of Representatives;

Elijah E. Cummings : United States House of Representatives;","Yes","20-09-2001","Netanyahu, Benjamin, former Prime Minister of Israel

Zinni, General Anthony, U.S. Marines, retired

Dr.Christopher Harmon, professor, U.S. Marine Corps Command and Staff College

Dr. Jessica Stern, HarvardUniversity

","-

-

-

-","-

-

-

-","-

-

-

-","-

-

-

-","-

-

-

-","No

No

No

No","-",27,"49","21:27:1:-:-","---

---

---

---

---

---

---

---

---

---

---

100:0:1

---

---

---

---

---

200:0:5

---

---

---

---

100:0:4

---

---

---

---","-"
"14465","Congressional Committee Materials",NA,"110th","182",NA,"HOUSE HEARING, 110TH CONGRESS - THE ROLE OF TECHNOLOGY IN REDUCING ILLEGAL FILESHARING: A UNIVERSITY PERSPECTIVE","Congressional Hearings","CHRG-110hhrg35706","5-Jun-07","House of Representatives","General",NA,"Y 4.SCI 2",NA,"Dr. Charles A. Wight Associate Vice President for Academic Affairs and Undergraduate Studies : University of Utah Salt Lake City;

Dr. Adrian Sannier Vice President and University Technology Officer : Arizona State University;

Ms. Cheryl Asper Elzy Dean of University Libraries and Federal Copyright Agent : Illinois State University;

Mr. Vance Ikezoye President and CEO : Audible Magic Corporation;

Dr. Gregory A. Jackson Vice President and Chief Information Officer : University of Chicago;","Ralph M. Hall : United States House of Representatives;

Jerry McNerney : United States House of Representatives;

Bart Gordon : United States House of Representatives;

Phil Gingrey : United States House of Representatives;

sensenbrenner, f james, jr;

Tom Feeney : United States House of Representatives;

Charles A. Wilson : United States House of Representatives;

Jim Matheson : United States House of Representatives;","Yes","5/6/07","-","-

-

-

-

-","-

-

-

-

-","-

-

-

-

-","-

-

-

-

-","Utah

Arizona

Illinois

-

-","No

No

No

No

No","-",8,"49","27:22:-:-:-","---

---

---

---

---

---

---

---","-

-

-

-

-"
"13325","Congressional Committee Materials",NA,"110th","192",NA,"HOUSE HEARING, 110TH CONGRESS - HUMAN RESOURCES CHALLENGES WITH THE VETERANS HEALTH ADMINISTRATION","Congressional Hearings","CHRG-110hhrg43054","22-May-08","House of Representatives","General",NA,"Y 4.V 64/3",NA,"Paralyzed Veterans of America Fred Cowell : Senior Associate Director for Health Analysis;

U.S. Department of Veterans Affairs Joleen Clark : Chief Officer Workforce Management and Consulting Veterans Health Administration;

Nurses Organization of Veterans Affairs Cecilia McVey : BSN MHA RN Immediate Past President and Associate Director for Patient Care/Nursing Veterans Affairs Boston Healthcare System Veterans Health Administration U.S. Department of Veterans Affairs;

Disabled American Veterans Adrian M. Atizado : Assistant National Legislative Director;

American Association of Nurse Anesthetists Angela Mund : CRNA MS Clinical Director University of Minnesota Nurse Anesthesia Area of Study Minneapolis Veterans Affairs Medical Center Veterans Health Administration U.S. Department of Veterans Affairs;

American Psychological Association Randy Phelps : Ph.D. Deputy Executive Director for Professional Practice;

American Federation of Government Employees AFL-CIO : J. David Cox RN National Secretary-Treasurer;

Vertical Alliance Group Inc. : Texarkana TX Jay W. Wommack Founder President and Chief Executive Officer;","Michael H. Michaud : United States House of Representatives;

Phil Hare : United States House of Representatives;

Jeff Miller : United States House of Representatives;

Vic Snyder : United States House of Representatives;","Yes","22-05-2008","-","-

Department of Veterans Affairs

Department of Veterans Affairs

-

Department of Veterans Affairs

-

-

-","-

200

200

-

200

-

-

-","-

2900.0

2900.0

-

2900.0

-

-

-","-

2900.0

2900.0

-

2900.0

-

-

-","#NAME?","No

No

No

No

No

No

No

No","Subcommittee on Health",4,"33","17:16:-:-:-","---

---

---

---","-

-

-

-

-

Ph.D. : Doctor of Philosophy

-

-"
"11607","Congressional Committee Materials","S. Hrg. 107-434","107th","305",NA,"S. HRG. 107-434 - NOMINATION HEARING FOR MARY KIRTLEY WATERS, LOU GALLEGOS, AND J.B. PENN","Congressional Hearings","CHRG-107shrg79495","9-May-01","Senate","General",NA,"Y 4.AG 8/3",NA,"A Panel including: Gallegos Lou : of Rio Rancho New Mexico Nominated for Assistant Secretary for Administration U.S. Department of Agriculture;

Penn J.B. : of Lynn Arkansas Nominated for Under Secretary for Farm and Foreign Agricultural Services U.S. Department of Agriculture;

Waters Mary Kirtley : of Champaign Illinois Nominated for Assistant Secretary for Congressional Relations U.S. Department of Agriculture;","lincoln, blanche lambertlambert, blanche;

Richard G. Lugar : United States Senate;

domenici, pete v;

nelson, earl benjamin ben;","Yes","9/5/01","-","Department of Agriculture

Department of Agriculture

Department of Agriculture","11

11

11","500.0

500.0

500.0","500.0

500.0

500.0","New Mexico

Arkansas

Illinois","No

No

No","-",4,"21","11:10:-:-:-","---

---

---

---","-

-

-"
"15286","Congressional Committee Materials",NA,"111th","173",NA,"HOUSE HEARING, 111TH CONGRESS - HEARING ON LOOKING OUT FOR THE VERY YOUNG, THE ELDERLY AND OTHERS WITH SPECIAL NEEDS: LESSONS FROM KATRINA AND RELATED DISASTERS","Congressional Hearings","CHRG-111hhrg52957","20-Oct-09","House of Representatives","General",NA,"Y 4.T 68/2",NA,"Refer column R","Russ Carnahan : United States House of Representatives;

James L. Oberstar : United States House of Representatives;

norton, eleanor holmes;

Donna F. Edwards : United States House of Representatives;

diazbalart, mario;

cao, anh äóìjosephäóù;","Yes","20-10-2009","Manning, Tim, Deputy Administrator, National Preparedness Directorate, Federal Emergency Management Agency

Riggen, Trevor, Senior Director, Direct Services, American Red Cross

Shriver, Mark, Chairman, National Commission on Children and Disasters

","Federal Emergency Management Agency

-

-","139

-

-","1660.0

-

-","1600.0

-

-","-

-

-","No

No

No","Subcommittee on Economic Development, Public Buildings, and Emergency Management",6,"79","47:32:-:-:-","---

---

100:0:10

---

---

200:0:1","-"
"7413","Congressional Committee Materials","S. Hrg. 109-1026","109th","332",NA,"S. HRG. 109-1026 - THE IMPACT OF THE ELIMINATION OF MTBE","Congressional Hearings","CHRG-109shrg42273","29-Mar-06","Senate","General",NA,"Y 4.P 96/10",NA,"Dinneen Bob : president and chief executive officer Renewable Fuels Association;

Caruso Guy : Administrator Energy Information Administration U.S. Department of Energy Accompanied by: Joanne Shore Lead Analyst Energy Information Administration;

Douglass Bill : chief executive officer Douglass Distributing Company;

Early A. Blakeman : American Lung Association;

Meyers Robert : Associate Assistant Administrator Office of Air and Radiation U.S. Environmental Protection Agency;","John Warner : United States Senate;

Frank R. Lautenberg : United States Senate;

Lisa Murkowski : United States Senate;

John Thune : United States Senate;

James M. Inhofe : United States Senate;

Barbara Boxer : United States Senate;

James M. Jeffords : United States Senate;

Barack Obama : United States Senate;","Yes","29-03-2006","-","#NAME?","10","100","100","-

-

-

-

-","No

No

No

No

No","-",8,"18","8:10:-:-:-","---

---

---

---

---

---

---

---","-

-

-

-

-"
"5535","Congressional Committee Materials","S. Hrg. 110-593","110th","344",NA,"S. HRG. 110-593 - MANAGEMENT CHALLENGES FACING THE FEDERAL PROTECTIVE SERVICE: WHAT IS AT RISK?","Congressional Hearings","CHRG-110shrg44118","19-Jun-08","Senate","General",NA,"Y 4.G 74/9",NA,"David Wright President : American Federation of Government Employees Local 918 Federal Protective Service;

Gary W. Schenkel Director : Federal Protective Service Immigration and Customs Enforcement U.S. Department of Homeland Security;

Mark L. Goldstein Director : Physical Infrastructure Issues U.S. Government Accountability Office;","Daniel K. Akaka : United States Senate;

George V. Voinovich : United States Senate;","Yes","19-06-2008","-","-

Department of Homeland Security

-","-

127

-","-

1600.0

-","-

1600.0

-","-

-

-","No

No

No","Oversight of Government Management, the Federal Workforce, and the District of Columbia Subcommittee",2,"17","8:8:1:-:-","---

---","-

-

-"
"10387","Congressional Committee Materials","S. Hrg. 111","111th","306",NA,"S. HRG. 111 - TRANSPORTATION AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2011","Congressional Hearings","CHRG-111shrg99104426","29-Apr-10","Senate","Appropriation",NA,"Y 4.AP 6/2",NA,"-","lautenberg, frank r;

bond, christopher s;

dorgan, byron;

murray, patty;","Yes","29-04-2010","-","-","-","-","-","-","-","-",4,"31","18:13:-:-:-","---

---

100:0:13

100:0:17","-"
"13096","Congressional Committee Materials",NA,"106th","196",NA,"HOUSE HEARING, 106TH CONGRESS - PENSION ISSUES","Congressional Hearings","CHRG-106hhrg66872","23-Mar-99","House of Representatives","General",NA,"Y 4.W 36",NA,"Building and Construction Trades Department AFL-CIO : and National Coordinating Committee for Multiemployer Plans Judith F. Mazo;

National Council on Teacher Retirement the National Association of State Retirement Administrators : National Conference of Public Employee Retirement Systems Government Finance Officers Association and New York State Teacher's Retirement System Wayne Schneider;

Small Business Council of America Small Business Legislative Council : and the Profit Sharing/401K Council of America Paula A. Calimafde;

National Association of Government Deferred Compensation Administrators Oklahoma State Employees Deferred Compensation Program : Ray Pool;

U.S. Department of Labor Leslie B. Kramerich : Deputy Assistant Secretary for Policy Pension and Welfare Benefits Administration;

ERISA Industry Committee and United Technologies Corporation : Daniel P. O'Connell;

U.S. Department of the Treasury Hon. Donald C. Lubick : Assistant Secretary for Tax Policy;

Pension Benefit Guaranty Corporation David Strauss : Executive Director;

Business and Professional Women/USA Gail S. Shaffer : nan;

Association of Private Pension and Welfare Plans and Montgomery : McCracken Walker & Rhoads LLP Robert G. Chambers;

American Society of Pension Actuaries and Small : Parker and Blossom Carol Sears;

Heinz Family Philanthropies Teresa Heinz : nan;

Stein Norman P. : University of Alabama School of Law;","Amo Houghton : United States House of Representatives;

weller, gerald c jerry;

Benjamin L. Cardin : United States House of Representatives;

William J. Coyne : United States House of Representatives;

Rob Portman : United States House of Representatives;

Richard E. Neal : United States House of Representatives;

Kenny C. Hulshof : United States House of Representatives;

Gerald D. Kleczka : United States House of Representatives;","Yes","23-03-1999","-","-

-

-

-

Department of Labor

-

Department of the Treasury

Pension Benefit Guaranty Corporation

-

-

-

-

-","-

-

-

-

98

-

114

112

-

-

-

-

-","-

-

-

-

1200.0

-

1500.0

1212.0

-

-

-

-

-","-

-

-

-

1200.0

-

1500.0

1212.0

-

-

-

-

-","#NAME?","No

No

No

No

No

No

No

No

No

No

No

No

No","Subcommittee on Oversight",8,"39","16:23:-:-:-","---

---

---

---

---

---

---

---","-

-

-

-

-

-

-

-

-

-

-

-

-"
